Sqd,Giocatore,Ruolo,Q,PG,G,A,AM,ES,RT,RR,RS,RP,MV,MM,MP,yyss
atalanta,Conti A.,D,4.0,14.0,2.0,1.0,1.0,1.0,,,,,5.68,6.12,5.5,2015-16
verona,Albertazzi M.,D,4.0,10.0,,,4.0,,,,,,5.75,5.55,-2.0,2015-16
inter,Juan Jesus,D,4.0,19.0,,,3.0,,,,,,5.62,5.53,-1.5,2015-16
genoa,Pandev G.,A,4.0,15.0,,,,1.0,,,,,5.62,5.54,-1.0,2015-16
juventus,Barzagli A.,D,16.0,31.0,1.0,,2.0,,,,,,6.39,6.45,2.0,2015-16
genoa,Ghiglione P.,T (A),1.0,,,,,,,,,,,,,2015-16
frosinone,Sammarco P.,C,10.0,28.0,4.0,1.0,7.0,,,,,,5.95,6.29,9.5,2015-16
atalanta,Paletta G.,D,5.0,24.0,1.0,,5.0,2.0,,,,,5.96,5.9,-1.5,2015-16
atalanta,Sportiello M.,P,19.0,36.0,-43.0,,2.0,,,,,3.0,6.22,5.25,-35.0,2015-16
atalanta,Stendardo G.,D,4.0,15.0,1.0,,3.0,1.0,,,,,5.81,5.88,1.0,2015-16
frosinone,Blanchard L.,D,7.0,28.0,3.0,,11.0,1.0,,,,,5.64,5.73,2.5,2015-16
lazio,Keita B.,T (A),16.0,31.0,4.0,1.0,5.0,,,,,,6.29,6.62,10.5,2015-16
sampdoria,Mesbah D.,D,3.0,7.0,,,2.0,,,,,,5.43,5.29,-1.0,2015-16
atalanta,Carmona C.,C,4.0,8.0,,,2.0,1.0,,,,,5.5,5.17,-2.0,2015-16
